text,expected,predicted
"Укосины в сответствии с американскими codes выполенны на основании типовых альбомных решений для проектирования каркасных домов.
",0.0,0.0
"У барашка есть подруга-кошка) Одна из ранних моих вышивок этой серии Духов)
",1.0,0.0
"Ну, если ты, необходимость деловой рабочий силы, с возможностью круглосуточной занятости называешь оптимизацией расходов, то тогда, по такой логике, можно и в рабовладельческий строй вернуться.",0.0,0.0
"Так надо было насрать в самопальную картонную пирамидку и подарить, такой тонкий намёк)
",0.0,0.0
"Согласен!!! Тупые должны страдать!
",1.0,0.0
"Я подозреваю, что просто уровень воды может подниматься
",0.0,1.0
"Пиздобол, уебывай уже. Ты обосрался везде, где только мог хохлы
",1.0,1.0
"Стас, никому, кроме тебя и армии твоих подсосов(которые представляют собой типичный дегенеративный биомусор, ведущийся на любые скандалы-интриги), твои ролики нахуй не нужны. Серьёзно, ты сделал новости с целью показать, что такое говно может делать любой, а аудитория осталась на том же уровне, ведь людям извне ты не интересен. Да ещё и просит не подписываться, чтобы такую-то годноту ложкой хлебать подольше. Ты обосрался, стал посмешищем для абсолютно всех ютуберов, которые не являются полными ебланами. Тот же Хованский не ссыт тебе на ебало только потому, что ты вертишься с ним в одной компании, иногда даже лично пересекаетесь. Приятно было слышать, как он говорил, что отстреливался бы от таких, как ты, из огнестрела, стараясь забрать с собой побольше коммунистов, когда они придут его оаскулачиапть? Он открыто хуесосил людей и за меньшие грехи. Сложи 2 и 2, как он к тебе относится на самом деле. После чего ты сделал ещё более смешной ролик, где истеришь как побитая шлюха во время ПМС. Я ПОДЕБИЛ, А ЕСЛИ ВЫ НЕ ПОНЯЛИ ЭТОГО, ТО ВЫ ТУПЫЕ . Ты мог хотя бы сам его посмотреть перед заливом? Мне даже рофлить над тобой расхотелось, из смешного дегенерата, ты стал жалким дурачком. Это как смеятся над роликами, где контуженные ветераны пытаются ходить под клубную музыку. Над неполноценными смеятся плохо, даже стыдно стало. Я не утрирую. Просто посмотри на себя, Стас. Ну правда. Банишь людей в группе за лвйки и одно упоминание стрима. Ты делаешь всё, в чём самый отбитый и дегенеративный либераст обвиняет совок и сверкаешь разорванным очком. Никто тебя несправедливо не обсирал. Что на стриме по поводу дат, ну ты же сам проебался. На подкасте сообщил, что не будешь стримить. Если ты не был уверен, то зачем это говорить? А если был, почему не сообщил Маргиналу сразу же? Твоё слово в целом не стоит нихуя. Обещаешь не банить-куча удалённых комментов. Обещаешь стрим-не идёшь. Обещаешь что-то ещё, всегда проёбываешься, всё чаще на нарушение обещания тебе нужно в районе секунды-дня. Стоит ли удивлятся, что тебе за это прилетело? Когда то должно было. Ты сам срёшь себе в штаны, не злись, когда на это указывают пальцем.
",1.0,1.0
"С реальностью все понятно . Повышение пульса - напоминание (есть ещё напоминание при отсутствии активности). Но, каждый раз переставлять на ночь затруднительно. Есть sleep as android(приложения дружат между собой) Там отдельный пункт для ОС. Уведомление включается в рем фазе.
",0.0,0.0
"Да да, именно так, ты дартаньян, остальные-гавно
",1.0,1.0
"Да. Но отчасти в этом есть вина и самой теслы. Если бы не было раздуваемого мифа, что тесла сама собой чудесно спасает жизни. Но в целом это просто адское днище. Не удержать машину на 150 км. в час на сухой нормальной дороге тоже ведь надо уметь...
",0.0,0.0
"ну хотя бы не частная кантора и ты получаешь корочку по профессии водитель, в частных такие не дают) я когда учился в ДОСААФ все было нормально, инструкторы видят чайник сидит который газ от тормоза отличить не может или хоть какой то опыт есть и сами подгоняют программу под навыки. Мой инструктор меня отправил примерно на половине курса уже сдавать, так как мы с ним уже давненько просто так катались.
",0.0,0.0
"Дело в том, что нагрузка на сети постоянно меняется, также она может влиять на работу не всех ресурсов, а наиболее тяжелых (видео, аудио, загрузка файлов и.др). Ждем информацию от Вас в личке и постараемся как можно скорее все исправить!
",0.0,0.0
"тоже боялась пить антидепресанты (считаю их очень серъёзными таблетками и т.д.) в итоге по назначению психотерапевта пропила 2 месяца Залокс (пить нужно было пол года, но вот именно из-за страха пить их и бросила). в итоге состояние не изменилось, было так же плохо. снова пошла к психотерапевту, в этот раз уже сама поняла, что так дела не будет. в итоге пью Залокс уже 4 месяца. всё хорошо. но первый месяц подташнивало, болела лобная часть головы. зато сейчас всё хорошо. конечно, не знаю, что будет дальше, говорю как есть на данный момент. удачи вам..
",0.0,0.0
"Так это уже второй эпизод был. Можно второй раз штрафовать.
",0.0,0.0
И что же тебя сподвигло на такое вот обо мне мнение?,0.0,1.0
"Интересно, почему же тогда глобальными корпорациями управляют наёмные работники, а не акционеры?
",0.0,0.0
"Практически в любом магазине, где продаются часы. Они настенные. А ещё есть способ переделать настенные часы, чтобы они ходили в обратную сторону. Погуглите, там все просто находится)
",0.0,0.0
"Так оно и есть, кругом лентяи...
",0.0,0.0
"У меня так псина на прогулке скачет, осталось только надеть маску лошади и вуаля вместо корги фалабела
",1.0,0.0
"Салфетка. Ну или скатерть для гнома.
",1.0,0.0
"Можно пригрозить теле2 сменой оператора.. У меня сработало и деньги вернули в тот - же день и за предыдущие левые подписки в течении недели вернули. Прошло 2 месяца - пока все хорошо
",0.0,0.0
"Участковый может собирать материал проверки, уголовное дело (если по результатам материалов проверки примут решение о возбуждении уголовного дела) ведут или дознователи, или следователи. Просто не совсем корректно говорить, что дело ведёт участковый или опер.
",0.0,0.0
"Люблю получать удовольствие от работы, а ножовкой пилить ламинированный HDF - дрочево. У себя ламинат резал лобзиком, но получалось не ровно и медленно. Дисковой пилы не было ещё. Хороший инструмент никогда лишним не будет. P.S.: соседу ни за что бы не дал пользоваться своим инструментом. Люди без своих вещей как правило безответственны.
",0.0,0.0
"Если б я знал, где у этого чудака на букву М есть счёт и деньги, я бы сразу пошёл...
",1.0,1.0
"Очень даже важно, как раз показывает степень запущенности ситуации в Китае. В СССР награждали, отрядов американских капиталистов, тоже.. Письмо председателя СНК РСФСР В. И. Ленина в Президиум ВЦИК с ходатайством о признании американских тракторных отрядов образцовыми и об оказании им материально-технической помощи 24 октября 1922 г. В целом ряде газетных статей отмечены совершенно исключительные успехи, достигнутые некоторыми сельскохозяйственными американскими коммунами и отрядами, привезшими с собой тракторы. Специальной комиссией установлена отличная работа транспортного отряда во главе с Гарольдом Вэром 1 , в Пермской губ. на совхозе Тойкино .
",0.0,0.0
"Двойственное впечатление. Зелёная книга неплохой фильм, но если вспомнить, какие фильмы и какие актёры до сих пор так и не получили Оскар, то общая картина кинопремии выглядит весьма печально.
",0.0,0.0
"Зарплата понятие относительное
",0.0,1.0
"1 уголок для крепления ножки стола к царге 2 что с чем соединять?
",0.0,0.0
"Хз, я только с некоторыми пока знаком)",0.0,0.0
"Всё верно. Нашел человека который этим всем и занимался в нашей организации в давние времена. У самого родители работали в типографии, но таких приборов как оказалось у них не было. Там всё механизировано уже.
",0.0,0.0
"у нас было другое развлечение, забрать одежду раньше всех из шкафа после уроков, причем ломились как парни так и девчонки ну и девчонок в давке лайтово щупали, но это уже класс 7-8 был.
",0.0,0.0
"Возьмём как пример Россию, западноевропейские страны и США. Идёт метисация, сознательная политика замещения белого населения на пришлое черно-коричневое. Идёт создание новой расы метисов, исламизация и почернение. В крупных городах половина населения - выходцы из ебеней Мексики, Африки, Ближнего Востока, а в случае с Россией - Кавказа и Средней Азии. Этнические ниггеро-арабские гетто верят на хую законы как хотят, чудовищная по масштабам этническая преступность. Говорить о миграции и тем более затрагивать тему замещения коренного населения властями нельзя, иначе бутылка. Свобода слова тут не для вас, молодой человек. При этом говорить о том, что белые должны вымереть, и это нормально - можно. Белые официально вымирают ведётся пропаганда так или иначе направленная на снижение рождаемости белого населения. Феминизм, ЛГБТ, чайлдфри. Каждая женщина в Швеции - леволиберальная феминистка, это страна победившего феминизма. Что сегодня там происходит - страшно делается. Пропагандируются смешанные браки, межрасовые браки, пропагандируется превосходство детей-метисов. Идёт демонизация белых и пропаганда превосходства чёрных и смуглых мужчин, форс отношений белая женщина смуглый чёрный мужчина-мигрант. Как результат - всё больше чернильниц, всё больше смешанных браков, всё больше небелых метисов. Белые женщины просто не хотят контактировать с мужчинами своей нации и расы, наделяя их самыми плохими качествами и обожествляя черных. При этом большинство белых не считает завоз чурок чем-то плохим, наоборот, относятся к ним толерантно. Проводится политика насаждения толерантности, мультикультурализма, политкорректности и космополитизма. Набирающее популярность даже в России SJW - это вообще отдельная тема для обсуждения. Всё вышеперечисленное относится к сильнейшим когда-то странам, бывшим империям, нагибающим слабых. Сегодня происходит так, что бывшие империи в прямом смысле деградируют, вырождаются и вымирают, а место сильнейших когда-то, господствующих народов, занимают те, кого когда-то колонизировали. Во Франции к 2080 уже будут доминировать негры и арабы, в России - кавказцы и выходцы из средней Азии, в Великобритании - индийцы, негры, арабы, пакистанцы, etc. А в маленьких, нейтральных странах, вроде Словении или Беларуси, Литвы или Чехии, Румынии или Эстонии - всё пучком. Им вымирание не грозит, они остаются и будут оставаться белыми. Более того, у них ведётся политика, направленная на сохранение традиционных ценностей и культуры коренного населения. Они сказали беженцам нет . В Польшу, например, русскому или украинцу гораздо легче переехать и остаться, чем арабу или африканцу. В Германии ситуация противоположная, белых там не ждут. Польша, Чехия, Словакия, Венгрия, Словения, Хорватия, Сербия, БиГ, Черногория, Македония, Греция, Болгария, Румыния, Молдова, Украина, Беларусь, Литва, Латвия, Эстония - вот Европа будущего. Скандинавия, Южная, Западная Европа, а также Россия - лишатся коренного населения и своей культуры.
",0.0,0.0
"Черно-белые фильмы мне вообще не вставляют как правило, видимо скудная визуальная составляющая
",0.0,1.0
"Shining фрагменты сцен я в 3D даже видал в кинце (очень визуально охуенном кстати, сплошной eye candy) Ready Player One
",0.0,0.0
"Я не разбираюсь в этой электрике-хуэлектрике, но сняв и разобрав такую лампу, увидел, что на одном светодиоде есть чёрная точка. Выпаять эту мелкую штучку огромным паяльником, достававашимся из поколения в поколение в моей семье, не удалось. Поэтому я его сковырнул отверткой. Надо ли объяснять, что нового светодиода у меня не оказалось? Никакого. Поэтому набрав на жало (кто придумал такое название для куска металла?) припой, оставил жирную кляксу, соединив контакты, где до этого располагался светодиод. И вуаля! Вопреки вашим ожиданиям, лампа заработала. Работает вот уже пару месяцев, по яркости не отличается от остальных.
",0.0,0.0
"Тс, развейте мне миф насчет статики и заземления. Правда ли если выскочить из вертолета при посадке не дождавшись контакта с грунтом шасси можно стать полупроводником нехилого разряда?
",0.0,0.0
"Я не успел купить билет, меня начали выгонять сразу же. Купить билет это приложить тройку ещё раз. Речь об этом не шла у водителя, он просил выйти и точка, никаких компромиссов.
",0.0,0.0
"Что мня откровенно в них бесит, это то что если указана доставка до двери, то оплатить можно только до двери. То есть, нельзя приехать к ним в офис и заплатить только за доставку до склада. Забрать то со склада можно. Но оплата опять будет как до двери. Я уточнял - это корпоративные правила. Роспотребнадзор по ним плачет.
",0.0,0.0
"Пост для расширения кругозора) поделся тем что знаю. А на счёт того что цены на билеты дорогие. Насколько я знаю (по крайней мере мне так объясняли) РЖД в целом пассажирские перевозки и не нужны, потому что основной доход приносит грузовые перевозки. И чтобы отбивать затраченые деньги на фпк они заламывают цены
",0.0,0.0
"Блин, а я всё ждал, пока на неё кровью блевать будут(
",1.0,0.0
"glav.su, cont.ws Какие-то интересные сайты? Ты там сидишь? Пойду чекну, спасибо за подсказку, пидораш.
",1.0,1.0
"По крайней мере, либертарианство не умирает из-за законов свободного рынка. Это уже что-то, как по мне. К слову, в истории очень мало примеров неудачного либертарианства (зато есть удачный - США. Пока они не проебали свои свободы, правда), зато попыток построить коммунизм - до кучи. И не то чтобы сам коммунизм был плох, просто строят его чисто насильственными методами. К слову, сейчас существуют анком-общины: Нидеркауфунген, например. В Италии и Новой Зеландии тоже есть, но названия не помню. Еще Free State Project что-то мутят, излюбленных Световым амишей можно считать анкомами. Масштаб маленький, но это уже доказывает, что как минимум анком в малых масштабах более чем жизнеспособен. Если человек действует по закону и конституции, то насилие, совершаемое им-легитимно. А законы эти устанавливает государство, увы. Так или иначе, именно оно распоряжается легитимностью насилия. а что вы будете делать с монополией? Монополия не может существовать на свободном рынке, так как монополия подразумевает насилие, а свободный рынок исключительно доброволен. А невероятно успешные компании порешаются рыночком, так как чем больше размер компании, тем больше издержек, на которых может нажиться малый бизнес. А с такими отраслями, с которыми обычные капиталисты не справятся (например, космическая)? А чегойт они не справятся? Справятся. Денег нужно до пизды, конечно, но для этого капиталисты могут объединяться, скидываться в общак или собирать добровольные пожертвования с населения. К слову. Минархизм предлагает отдать сложные отрасли вроде космоса и ядерного оружия государству, пока государство не отомрет. Но идеологический минархист - это червь-пидор. Вообще, при свободном рыночке паромщик может просто объединиться с бизнесом и получать какой-то процент. Это будет общее и взаимовыгодное предприятие, при котором не придется насильственно собирать налоги. Ну или паромщик будет постепенно снижать цены на перевозки из-за повышения пассажиропотока и появления конкурентов, если он решил не сотрудничать с бизнесом.
",0.0,0.0
"М-м-м... Продать по цене завышенной в 10-20 раз относительно обычной розничной цены- это не развод?
",0.0,0.0
"А там рядом не было еще ЗиЛ-130 с установленным АПМ-90? И еще крадущегося тигра?
",0.0,0.0
"Да ты заебал! Уж что-что, а заслуги Жирди в 2к18 довольно смешно игнорировать. Нынешний национализм во многом его заслуга (ну не конкретно его, а скорее Спутника в целом, всей основной команды), и многие кажущиеся сейчас естественными и банальными вещи раньше не существовали. До СиПа национализм- это либо ебанашки, нелепо косплеющие язычество, либо боны-людоеды. А, ну ещё можно Широпаева вспомнить с давайте расхуярим Рашку на 10 маленьких рашек и тогда заживем . Многих смешит (скорее триггерит лол) словосочетание интеллектуальный национализм , но если сейчас это форс действительно имеет право на жизнь, то до Спутника можно было только упасть в обморок от хохота. Ну да, ты прав, наверно. Могу подписаться- Егорка на самом деле срется очень по-бабски, а Галковский немного поехал кукухой от личной неустроенности и десятилетий жизни одиночки с претензиями. Ну суть-то все равно одна- обоим кажется, что они от кого-то защищаются, а в итоге устраивают беспощадный френдлифаер.
",1.0,0.0
"Сразу представляется что-то вот такое... Видимо это проблема интровертов, которых нынче стало много. Потому что все эти знания проще всего получить ПОГОВОРИВ ПЯТЬ МИНУТ С ЛЮДЬМИ, которые имеют релевантный опыт. .
",0.0,0.0
"они чернявые чурки, а ариец это в первую очередь белый господин. thread
",1.0,0.0
"Какие же французы терпилы, пиздец просто. Стоит пернуть неподалеку, они уже натренировались поднимать панику, теракт каждые два дня.
",1.0,0.0
"Молодец, коллега, продолжай, пиши ещё))",0.0,0.0
"Почему-то сразу стадо скачущих свиней на Майдане вспоминается. И срака, в которой сейчас Украинушка.
",1.0,0.0
"Нахуй сразу, я хочу жить в красивом и удобном городе, а не на магистрали, итак везде одни жоповозки, вот реально, идёшь до магазина 5 минут и всё кругом просто заставлено машинами, просто пиздец какой то, один большой гараж.
",0.0,0.0
"Русня рождена сосать.
",1.0,1.0
"Кстати сейчас цех запускаем как раз с стх310 и стх510. Неплохие станки.
",0.0,0.0
"Можно частной. Искать лень но у нас среднее и высшее образование подтверждается документом аккредитованного учебного заведения. Помните скандалы с отзывом аккредитации у частных вузов. Вот в этом же проблема. Дети могут сдавать экзамены и числится в обычных школах и учиться дома. Но требуются причины. Главная здоровье. Без вопросов учителя будут приходить. Если рядом с домом нет школ то интернат как основной вариант. Смотрите народы крайнего севера. В советское время вроде дети лесников могли только переодически появляться в школе для экзаменов и контрольных. Но как они это реализовывали не знаю. Вопрос в том что организация имеющая разрешение на эту деятельность должна контролировать сдачу промежуточных результатов и выдать если не аттестат то справку о том что курс прослушан. Закон у нас это прописывает ступенчато. У детей есть право на образование и право на жизнь. Родители не имеют право их лишать этого и обязаны обеспечить. То есть не оставлять в опасности и не убивать. А так же обеспечить поступление в начальную школу и контролировать что дети ходят в неё. А вот какая это школа. Государственная или частная. И обязательно ли очная форма или домашнее обучение с контрольным или экзаменами это как обеспечат.
",0.0,0.0
"Для этого придется трезветь, а у меня еще половина холодильника бухла. Поясню, судно - это гражданское плавсредство, а корабль - сугубо военное.
",0.0,0.0
"Что-то я читал похожее про деревню которой не было на навигаторе.
",0.0,0.0
"А что им еще делать? Стоять и ждать, пока они вернутся, что бы снова вынести их? Тогда бы их снова обвинили в неспортивном поведении. Ребята не стали впустую тратить время. Имхо, если им не нравится, то пусть учатся лучше играть. Тогда противнику не до фарма будет.
",0.0,0.0
"для Нато что казахи что какелы это говно с которым всерьез никто из уважаемых белых людей дела иметь не будет. Максимум - выразят озабоченность. а сам понимаешь обезьянка - без белых людей вы просто стадо и никакой угрозы не представляете
",1.0,0.0
"Блин, было же время! Такие магазины спорттоваров в каждом городе были. Я самолично такой помню. Сейчас такого нет.
",0.0,0.0
"Дом.рф - это государственная контора, бывшее АИЖК. У них иногда ставки ниже, чем у банков, иногда ещё какие-то условия лучше. Ну а так как раньше не было банка дом.рф, платежи они принимали через ВТБ. Кстати, если я правильно понял ситуацию, деньги отправили их ВТБ на счёт дом.рф, они не пришли мгновенно, а где-то в пути, и заёмщик начал паниковать и буянить. Ещё и к журналистам обратился, лол)
",0.0,0.0
"Первый адекватный комментарии) спасибо за мнение.
",1.0,1.0
"Двойственные стандарты из за ограниченности ума недалёких человеческих индивидов.
",1.0,1.0
"У нас в шесть утра был заебись каток. Сейчас вроде подтаяло всё )
",0.0,0.0
"Мальчик золотистый ретривер,не собака,а большое сердце,для улицы не приспособлен совершенно((((. Судя по виду от заводчиков,возможно есть чип или клеймо",0.0,0.0
"А Windows какая? Есть специальные образы с возможностью взломать учетку.
",0.0,0.0
"Если дело в геолокации - помогали волонтеры раздатка добавление такого перевода в озвучивание остановок транспорта. Поэтому и местные более-менее могли изъясняться и гости худо-бедно ориентировались. В ларьках а-ля чапок как раз и были ценники с наименованием sir. Но Интуриста было стрёмно в таких закупаться и раздатка предупреждала, что на свой страх и риск отавариваетесь в таких местах. А в супермаркетах и ежу все ясно, что такое sir, и что такое moloko (картинки, друг мой. Изображать сам продукт на упаковке сильно популярно в России и СНГ).
",0.0,0.0
"Держу в курсе, возможность есть, просто идёшь на вокзал и покупаешь билет. Если денег не хватает сразу до желаемого пункта назначения, то в несколько подходов добираемся.
",0.0,0.0
"Кукарекать будешь ты, петушок, на куканах у кавказских сослуживцев, когда всеобщую мобилизацию объявят, что бы те карты в реальность претворять.",1.0,1.0
"Скотоублюдок, так че там, как с продуктами в расеюшке- скотоублюдушке?
",1.0,0.0
"О, а у меня с уборкой двойственные отношения) сначала забиваю, а потом из чувства вины начинаю фигачить из последних сил, вплоть до одышки и подгибающихся коленок(по причине голода, некогда есть, когда дела надо делать) и, самая мякотка - полуосознанно не пуская себя в туалет. Сначала доделай, в чем накосячила, а потом в сортир. Сомавиновата , что теперь некогда присесть и отдохнуть, надо стараться лучше. У бабушки такие же закидоны с уборкой были всю жизнь, начать мыть пол в одиннадцать ночи - норма, если очень нужно. И всех попрекать, что нихера не делают. Что за ил у меня в мозгах и почему он так любит иногда всплывать( ну живут же как-то нормальные люди без тараканов. (На заднем плане Джигурда радостно орет Я нормальный! )
",0.0,0.0
"Конечно. В таком случае, очень рад за вашего оператора, что при должной подготовке он может работать на полную силу, не сдерживаясь и это обоим приносит удовольствие)
",0.0,0.0
"Как говорил один знакомый тракторист ХТЗ- Хуй Тут Заробиш МТЗ- Много Тут Заробиш
",0.0,1.0
"Да ладно у нас у всех длина 49,5
",0.0,0.0
"Я пока свой колхоз-кокпит собрал задолбался)
",1.0,1.0
"Нужно как-то договариваться.
",0.0,1.0
"Это шутка? Про длинный скрин?) Тем более на xiaomi, там же это встроенная фича.)
",0.0,0.0
Так такого полно. Вплоть до забора как у соседей на даче и наклеек как на старой стиралке.,0.0,0.0
"Соня неплох, но пока еще дорохо. Вот дексп уже есть смысл покупать - да, говно, но гарантия в 2 года все равно отобьеться, и притом дешево, а цены падают на телики прям на глазах, даже в доллариях. Так зачем переплачивать сейчас, если через год оно же будет дешевле в 1,5 раза. Хотя, конечно, и фактор риска обвала рубля не стоит недооценивать.
",0.0,0.0
"Похоже на вашу ситуацию, только я девушку. Я поставила его отпечаток на мой телефон. Могу спокойно оставить вк на компе своём. Если ничего такого нет, то не о чем и париться. Хотя я неправильно вела себя в первый год отношений, вечно ревновала и подозревала,как говорится, на пустом месте. Но через какое-то время, всё прошло.
",0.0,0.0
"Ну так ничего не было с психологом. Зато в отношениях с мужем явный прогресс. Главное, как говорится, результат",0.0,0.0
"Третий год я борюсь с остеохондрозом, и с высоты опыта говорю - херня это все. Помогает на уровне гомеопатических препаратов, ну во всяком случае - мне. Что точно помогает это уколы Мексидола, Актовегина, противовоспалительных, и массаж. И после курса примерно полгода жить можно, потом - заново.
",0.0,0.0
"Когда бренды это одно, но когда первый раз вижу - сниму штаны и телефон, то как то стрем. Уже шлюх и то по интернету, с отзывами ищут
",1.0,0.0
"К сожаленю приходится опускаться до уровня понятного тупым пиндосам: показывать мультики, чтобы пиндосы поняли через сколько секунд они исчезнут вместе со своим фашингтоном.
",1.0,0.0
"Ах тыж ебаный ты нахуй! Как уснуть теперь
",1.0,1.0
"Возможно. Но дело в том, что локально никакого отключения не было. Нет, я не работаю в АНБ.
",0.0,0.0
"Тогда инфографика вобще смысла не имеет. С таким же успехом можно дорисовать, какую площадь на дороге займёт боинг и синий кит
",0.0,0.0
"то есть как вернуть? а открыть спор что не бывает?
",0.0,0.0
"Причем тут Сталин и его двойник во времена капитализма? Пиздуй вообще Парашенки своему очко лизать, дегенерат ебаный.
",1.0,1.0
"Типа у нас полиция хорошо работает. Ахахаа
",0.0,0.0
"без туалета как то некомфортно, вдруг- казус и до дома не успеешь добежать.
",0.0,0.0
"колчак шакал царская шавка а мы все знаем кто такой царь головорец и мучитель кошек и вообще жид немеций
",1.0,0.0
"Я так в начале прошлой недели машину с поминутной арендой забирал (ну вы в курсе каршеринг ). В своём дворе. Прям перед проходом к тропинке, а по бокам забор, там куча людей в школу курсирует. Ещё мороз как назло вдарил. И вот стою я рядом с машиной, жду пока хоть немного прогреется, чищу лобовое стекло, слушаю возмущение прохожих и думаю про того мудака, который так машину оставил и ушёл... Я о нём тогда думал, и он (или она, а может оно ) тоже о себе, только видимо постоянно.
",0.0,0.0
"Ну, если девушка любит кино. Или если вы оба ждали какой-то фильм. Или если не знаешь о чем говорить, то после совместного просмотра фильма можно его обсудить. Помню с одной несколько часов спорили говно фильм или нет.
",0.0,0.0
"У вас кремлебот головного мозга, срочно к врачу
",1.0,1.0
"Поменьше смотри РенТВ. Сионизм - это еврейский фашизм, который освобождает территорию Украины и России от аборигенов.
",1.0,0.0
